name,meaning,gender
Zarapreet,Harmony,Boy
Vimaesh,Faith,Boy
Bhkaveer,Harmony,Girl
Larudeep,Courage,Girl
Sashiay,Courage,Girl
Bhkait,Peace,Boy
Japaya,Joy,Girl
Aarvin,Hope,Girl
Chaparaj,Love,Girl
Ashvaa,Brilliance,Boy
Diladeep,Kindness,Girl
Omdiika,Love,Boy
Shamiav,Kindness,Boy
Sariansh,Energy,Boy
Desaraj,Harmony,Girl
Tayajit,Light,Boy
Daran,Kindness,Boy
Adilodev,Peace,Girl
Avvidev,Brilliance,Girl
Suruveer,Harmony,Girl
Aynaa,Peace,Boy
Arniali,Courage,Boy
Vavaya,Hope,Girl
Aayaveer,Hope,Girl
Aaviav,Victory,Girl
Rayaans,Faith,Girl
Gavadev,Brilliance,Boy
Yamaveer,Energy,Boy
Baraveer,Energy,Boy
Yadiav,Blessing,Boy
Chaniit,Love,Boy
Rinin,Peace,Girl
Madiraj,Hope,Boy
Ishruraj,Divine,Girl
Saruans,Victory,Boy
Omkaika,Courage,Girl
Deruav,Brilliance,Boy
Omsan,Peace,Boy
Ganaan,Divine,Girl
Nakaav,Prosperity,Girl
Prapaali,Victory,Girl
Bamiit,Blessing,Boy
Yarian,Faith,Boy
Dayan,Harmony,Girl
Arneesh,Kindness,Boy
Gavaansh,Divine,Boy
Kinen,Love,Girl
Sataika,Kindness,Girl
Visaans,Wisdom,Girl
Hataita,Grace,Girl
Tridians,Peace,Boy
Mapaav,Brilliance,Boy
Trilaans,Kindness,Boy
Dishians,Blessing,Boy
Ayloay,Faith,Girl
Vinajit,Strength,Boy
Zarin,Energy,Girl
Haraali,Peace,Girl
Panin,Wisdom,Girl
Bhdideep,Prosperity,Boy
Arvians,Hope,Girl
Kamijit,Harmony,Boy
Ralaraj,Faith,Girl
Vashin,Harmony,Girl
Deviit,Brilliance,Girl
Banaali,Energy,Girl
Shinipreet,Victory,Girl
Vitaya,Divine,Boy
Rinaali,Energy,Girl
Variit,Peace,Boy
Trivian,Peace,Boy
Chapaesh,Light,Boy
Vaviay,Faith,Girl
Chaniansh,Hope,Boy
Ishrudeep,Faith,Girl
Hanaveer,Love,Boy
Avvaa,Wisdom,Boy
Zarapreet,Harmony,Girl
Kidians,Hope,Girl
Trikaa,Kindness,Girl
Arsaita,Victory,Boy
Rashijit,Victory,Girl
Ishkaans,Prosperity,Girl
Andijit,Love,Boy
Kaneesh,Love,Girl
Avdidev,Grace,Boy
Praviya,Harmony,Boy
Annaali,Wisdom,Girl
Vapan,Courage,Boy
Deruesh,Energy,Girl
Chamian,Victory,Girl
Garan,Wisdom,Boy
Nariraj,Light,Girl
Ashtaans,Light,Boy
Bhpaita,Energy,Girl
Arriita,Faith,Girl
Ayviesh,Courage,Boy
Hashiita,Joy,Girl
Ishmiali,Love,Boy
Dayaav,Peace,Boy
Bhloya,Kindness,Boy
Daniveer,Hope,Boy
Saloraj,Blessing,Girl
Lariraj,Harmony,Boy
Arshiit,Blessing,Boy
Aaloan,Joy,Boy
Anvin,Courage,Boy
Rakaya,Harmony,Girl
Dikaita,Courage,Boy
Damaa,Wisdom,Boy
Dinipreet,Harmony,Girl
Avmiesh,Faith,Girl
Praman,Strength,Boy
Dipaav,Divine,Boy
Shataya,Faith,Boy
Dariika,Grace,Girl
Devaali,Wisdom,Girl
Shiyaesh,Hope,Girl
Kiriesh,Blessing,Boy
Vasaya,Victory,Boy
Halan,Hope,Boy
Rimia,Blessing,Girl
Vishideep,Kindness,Girl
Vikaita,Light,Girl
Yaneita,Joy,Boy
Chakapreet,Courage,Boy
Divaav,Love,Girl
Trikadev,Love,Boy
Ashmapreet,Kindness,Boy
Bhkadev,Harmony,Girl
Dilojit,Victory,Boy
Avshin,Brilliance,Boy
Napaan,Wisdom,Girl
Trishideep,Courage,Boy
Ishmin,Joy,Boy
Nadiveer,Faith,Boy
Ramiika,Faith,Boy
Pramapreet,Strength,Boy
Savaay,Love,Boy
Rashiita,Energy,Girl
Ishpajit,Faith,Girl
Radijit,Blessing,Boy
Omviika,Brilliance,Girl
Riloita,Grace,Girl
Vivaans,Strength,Boy
Pamaansh,Blessing,Girl
Bapaay,Blessing,Girl
Prariit,Kindness,Girl
Adipaita,Love,Boy
Aayaans,Joy,Boy
Anniav,Harmony,Girl
Shiriali,Prosperity,Girl
Didiit,Faith,Girl
Jaruveer,Energy,Girl
Janeesh,Brilliance,Boy
Aymiay,Blessing,Girl
Omshiika,Strength,Girl
Kanajit,Hope,Boy
Deneav,Joy,Girl
Shiloika,Strength,Girl
Ayrians,Brilliance,Girl
Ashriita,Brilliance,Girl
Bhmaesh,Joy,Boy
Kadideep,Wisdom,Girl
Bhsaay,Joy,Boy
Ishruans,Wisdom,Boy
Aymaita,Faith,Boy
Adivideep,Hope,Boy
Kiloav,Wisdom,Boy
Avpadeep,Wisdom,Boy
Kaniita,Wisdom,Girl
Haraveer,Divine,Girl
Pariita,Courage,Girl
Bhvaa,Faith,Boy
Namaveer,Divine,Girl
Yavapreet,Strength,Girl
Jashiya,Kindness,Boy
Sushiesh,Strength,Boy
Vamian,Courage,Boy
Triruesh,Energy,Girl
Lamiit,Light,Boy
Kiyaika,Blessing,Boy
Jataay,Victory,Girl
Aalojit,Harmony,Girl
Shikaya,Harmony,Girl
Jamaali,Strength,Boy
Ishdidev,Light,Boy
Aamipreet,Faith,Boy
Shashidev,Faith,Boy
Rinajit,Wisdom,Girl
Yapaita,Divine,Boy
Adidians,Brilliance,Boy
Bhdiika,Divine,Girl
Viriraj,Faith,Girl
Yaviveer,Love,Boy
Bhraraj,Courage,Boy
Varaveer,Victory,Girl
Zayaay,Peace,Girl
Ashyaraj,Joy,Boy
Tariraj,Love,Boy
Mavan,Divine,Boy
Chariay,Grace,Girl
Ridiali,Light,Boy
Ashradeep,Peace,Girl
Triruav,Peace,Boy
Susapreet,Harmony,Boy
Visajit,Victory,Boy
Aykaa,Courage,Boy
Lavaans,Hope,Boy
Sakaesh,Kindness,Girl
Omshiansh,Prosperity,Girl
Parian,Blessing,Girl
Mapajit,Hope,Girl
Viruita,Prosperity,Boy
Kaneali,Courage,Girl
Praruav,Kindness,Girl
Devan,Wisdom,Girl
Viraya,Love,Boy
Pataa,Wisdom,Boy
Bakaika,Hope,Boy
Gaviya,Strength,Boy
Ayrudev,Courage,Boy
Anraali,Blessing,Girl
Tarun,Strength,Girl
Aakaay,Strength,Girl
Praneraj,Peace,Girl
Ansaveer,Courage,Boy
Shilaraj,Wisdom,Girl
Pania,Harmony,Boy
Kitapreet,Courage,Boy
Javaya,Kindness,Boy
Lanaali,Love,Boy
Panaan,Wisdom,Girl
Rakaveer,Light,Girl
Yaradeep,Grace,Girl
Jakaveer,Grace,Boy
Ashvaa,Light,Girl
Tavian,Peace,Girl
Kimajit,Divine,Boy
Lalaesh,Kindness,Girl
Jasan,Victory,Boy
Trimiav,Love,Boy
Deraraj,Wisdom,Girl
Yanedeep,Harmony,Boy
Sunaita,Brilliance,Girl
Avniya,Light,Girl
Pradiraj,Love,Girl
Kanideep,Prosperity,Girl
Vayaveer,Blessing,Girl
Vikaya,Courage,Girl
Kanaika,Prosperity,Boy
Shaloika,Victory,Boy
Ishdiika,Hope,Girl
Arrujit,Prosperity,Boy
Visaansh,Energy,Boy
Aashin,Hope,Girl
Vivaya,Strength,Girl
Aaloika,Blessing,Boy
Ashmians,Blessing,Girl
Janiveer,Kindness,Girl
Darua,Peace,Boy
Maladeep,Victory,Boy
Ramaesh,Victory,Boy
Jasan,Victory,Boy
Kalaesh,Peace,Boy
Shatan,Faith,Boy
Harian,Faith,Girl
Kaneya,Wisdom,Boy
Vidiav,Love,Girl
Mavaveer,Faith,Girl
Vasaali,Brilliance,Boy
Yakait,Courage,Girl
Ishman,Divine,Boy
Jasaesh,Blessing,Girl
Pravians,Grace,Girl
Vimiveer,Grace,Girl
Maneali,Hope,Girl
Avlaya,Love,Girl
Praneay,Divine,Girl
Adividev,Divine,Girl
Yaviita,Brilliance,Girl
Ashloansh,Hope,Boy
Vakaika,Courage,Boy
Trivaan,Faith,Girl
Arsaya,Wisdom,Girl
Nakaveer,Peace,Boy
Nataan,Energy,Boy
Arpaita,Kindness,Boy
Aditaraj,Faith,Girl
Ishneika,Kindness,Girl
Ishsadeep,Divine,Girl
Garajit,Wisdom,Boy
Mayadeep,Blessing,Girl
Aasait,Brilliance,Boy
Ralojit,Energy,Girl
Taniya,Energy,Boy
Sariay,Love,Boy
Vitaali,Grace,Girl
Suyaesh,Joy,Boy
Tripaveer,Harmony,Boy
Dilon,Prosperity,Boy
Sashian,Love,Girl
Diniit,Faith,Girl
Ishvajit,Hope,Boy
Pranidev,Joy,Boy
Yalaika,Joy,Boy
Anvijit,Victory,Girl
Ishyaay,Peace,Girl
Hayaita,Love,Girl
Japadev,Love,Girl
Nadidev,Hope,Boy
Omrians,Grace,Girl
Ralaya,Kindness,Boy
Charadev,Kindness,Boy
Gasaveer,Grace,Boy
Bhshiya,Brilliance,Boy
Zalan,Blessing,Boy
Janidev,Grace,Boy
Omviya,Faith,Boy
Diraansh,Hope,Boy
Makaesh,Joy,Boy
Salapreet,Strength,Girl
Kavaan,Strength,Boy
Yaniesh,Peace,Boy
Bhriita,Brilliance,Boy
Tripapreet,Grace,Boy
Shitaveer,Light,Boy
Shapaansh,Kindness,Boy
Aaniav,Love,Girl
Jalaesh,Grace,Boy
Gamaya,Divine,Boy
Janaraj,Peace,Boy
Vadians,Victory,Boy
Yavaay,Light,Girl
Ishloika,Light,Boy
Rasaans,Kindness,Girl
Kimians,Grace,Girl
Adiviansh,Prosperity,Girl
Aditaali,Peace,Boy
Kayadeep,Hope,Boy
Pariraj,Divine,Boy
Kinaa,Light,Girl
Bayadeep,Kindness,Boy
Rashideep,Strength,Boy
Dariika,Courage,Boy
Anvin,Hope,Girl
Praloay,Kindness,Boy
Baviika,Prosperity,Girl
Adiyaav,Faith,Girl
Omraan,Wisdom,Boy
Tririita,Light,Boy
Ayshiay,Divine,Girl
Navideep,Hope,Boy
Shimiansh,Harmony,Girl
Praloesh,Faith,Boy
Adiloit,Prosperity,Girl
Ommadev,Victory,Girl
Aarruan,Faith,Girl
Surideep,Prosperity,Girl
Yaloit,Brilliance,Boy
Badiraj,Brilliance,Girl
Trivaika,Strength,Boy
Kivaika,Strength,Girl
Zarian,Victory,Boy
Kirian,Energy,Girl
Gataali,Harmony,Girl
Shikadeep,Kindness,Boy
Palaav,Joy,Girl
Chanaans,Love,Girl
Namideep,Kindness,Girl
Ayvaay,Joy,Girl
Disaya,Prosperity,Girl
Ayneans,Courage,Boy
Bhviveer,Divine,Boy
Ashviav,Joy,Boy
Tamajit,Divine,Girl
Deshiita,Strength,Boy
Haraesh,Love,Girl
Ayneansh,Love,Boy
Haruveer,Strength,Boy
Demaav,Blessing,Boy
Bhriav,Harmony,Girl
Sunaa,Strength,Girl
Adivan,Courage,Girl
Vishijit,Energy,Girl
Hanaita,Strength,Girl
Halaya,Joy,Boy
Bavadev,Hope,Boy
Mayaveer,Grace,Boy
Yavin,Wisdom,Girl
Praniika,Grace,Boy
Sanaya,Harmony,Girl
Aanan,Prosperity,Girl
Gamaan,Brilliance,Girl
Bapaa,Blessing,Boy
Bhtaay,Energy,Girl
Mashiita,Light,Boy
Aarviit,Wisdom,Girl
Lashijit,Faith,Boy
Ishtaa,Joy,Girl
Shapaesh,Courage,Girl
Chalaveer,Faith,Boy
Prarajit,Harmony,Boy
Deshiya,Brilliance,Girl
Ashlaya,Grace,Girl
Tasadeep,Light,Girl
Virujit,Joy,Girl
Aarraya,Prosperity,Boy
Adilaika,Courage,Boy
Kashijit,Peace,Girl
Jataita,Strength,Girl
Sulait,Kindness,Girl
Hakaika,Brilliance,Girl
Masaan,Hope,Boy
Aanaan,Hope,Girl
Adilaya,Strength,Girl
Ashsaika,Strength,Boy
Shamadev,Wisdom,Girl
Denin,Strength,Girl
Omsaesh,Grace,Girl
Suriav,Harmony,Girl
Aartadev,Grace,Boy
Deruit,Courage,Girl
Ganeit,Prosperity,Girl
Zanen,Courage,Girl
Adidijit,Strength,Girl
Virideep,Light,Boy
Zarudeep,Love,Boy
Chamaav,Brilliance,Boy
Chadipreet,Victory,Girl
Avvaan,Love,Girl
Valoit,Courage,Girl
Varaans,Divine,Boy
Karia,Faith,Girl
Kisait,Victory,Girl
Shayaay,Grace,Girl
Adimapreet,Energy,Girl
Adimia,Kindness,Girl
Tamiav,Kindness,Girl
Aykaesh,Love,Girl
Prasadeep,Divine,Girl
Bamaay,Brilliance,Boy
Bataika,Brilliance,Girl
Aarshideep,Brilliance,Girl
Saneveer,Harmony,Boy
Hamaan,Courage,Boy
Havia,Peace,Girl
Hayadeep,Blessing,Girl
Viriesh,Peace,Girl
Shilaansh,Kindness,Boy
Adilaveer,Brilliance,Boy
Adiyadeep,Hope,Girl
Vitaansh,Faith,Boy
Chapaveer,Joy,Girl
Ashviit,Joy,Boy
Adishian,Hope,Boy
Ditaita,Divine,Girl
Artadeep,Victory,Boy
Ladia,Blessing,Boy
Gamaesh,Light,Boy
Annean,Faith,Boy
Ishlaika,Victory,Boy
Ayyaita,Wisdom,Girl
Ashmaav,Energy,Girl
Shineay,Light,Boy
Avdiali,Strength,Girl
Dikan,Victory,Boy
Aarloika,Love,Boy
Sulaesh,Wisdom,Girl
Jataali,Hope,Boy
Lapaali,Courage,Girl
Viran,Joy,Boy
Prayaraj,Prosperity,Girl
Ishyaita,Courage,Girl
Ishlait,Brilliance,Boy
Avsaika,Prosperity,Boy
Kinen,Kindness,Girl
Mataav,Peace,Boy
Nanaay,Joy,Boy
Lapaika,Divine,Girl
Kamapreet,Courage,Girl
Payaansh,Strength,Girl
Maviali,Hope,Boy
Triniraj,Courage,Boy
Maniay,Joy,Boy
Shipadeep,Kindness,Girl
Rishipreet,Grace,Boy
Supaveer,Energy,Boy
Mashian,Energy,Girl
Hapadeep,Faith,Girl
Chania,Harmony,Boy
Rineansh,Energy,Boy
Basaraj,Harmony,Girl
Ashshin,Divine,Girl
Praruav,Energy,Boy
Paloan,Joy,Girl
Avtaveer,Hope,Girl
Maruans,Blessing,Girl
Daria,Peace,Girl
Shamaay,Harmony,Girl
Zayajit,Kindness,Boy
Vishiika,Brilliance,Boy
Shashiay,Victory,Boy
Antaa,Blessing,Girl
Rashiali,Faith,Girl
Adimipreet,Hope,Girl
Chavaraj,Hope,Boy
Sakaav,Hope,Boy
Paloansh,Harmony,Boy
Trimians,Prosperity,Boy
Batajit,Kindness,Boy
Vatapreet,Joy,Boy
Mavaav,Wisdom,Boy
Shiniav,Strength,Boy
Ashrun,Prosperity,Girl
Hamia,Victory,Boy
Delaav,Divine,Girl
Hamaav,Brilliance,Boy
Kitaveer,Harmony,Girl
Ravaya,Grace,Girl
Yayaans,Courage,Boy
Aytaav,Peace,Boy
Darupreet,Prosperity,Girl
Andijit,Harmony,Boy
Ayloan,Blessing,Girl
Aaruesh,Strength,Girl
Omviya,Prosperity,Girl
Aarkaan,Joy,Girl
Viyajit,Love,Girl
Vavadeep,Brilliance,Boy
Hanaika,Kindness,Girl
Omkadev,Brilliance,Girl
Aakaita,Light,Girl
Pashiay,Kindness,Girl
Manin,Blessing,Boy
Tavaan,Energy,Girl
Shakaans,Energy,Girl
Ommaa,Courage,Girl
Shimait,Courage,Girl
Kidin,Joy,Girl
Delaesh,Love,Girl
Avnajit,Strength,Girl
Omyaesh,Love,Boy
Ramiav,Peace,Boy
Manepreet,Victory,Boy
Desaali,Prosperity,Girl
Bamideep,Energy,Girl
Aditait,Joy,Girl
Laniav,Strength,Boy
Diyan,Light,Girl
Takajit,Victory,Girl
Dataay,Light,Girl
Shilodev,Courage,Girl
Vamiav,Victory,Boy
Jamaan,Kindness,Boy
Bamiali,Love,Girl
Sumaay,Light,Boy
Trisaesh,Hope,Boy
Anmiveer,Courage,Girl
Anmidev,Courage,Boy
Anlaita,Peace,Girl
Havin,Wisdom,Girl
Deloveer,Harmony,Girl
Kasajit,Victory,Boy
Shadiita,Strength,Boy
Narin,Victory,Girl
Aydiveer,Harmony,Girl
Suniit,Hope,Boy
Aymaansh,Harmony,Girl
Jamiraj,Joy,Boy
Trinait,Brilliance,Girl
Aylajit,Divine,Boy
Ompaveer,Peace,Boy
Karaans,Joy,Boy
Dipaveer,Faith,Boy
Omsapreet,Peace,Girl
Shididev,Love,Boy
Madiav,Love,Girl
Bhsaav,Hope,Girl
Prapaans,Divine,Boy
Dapan,Joy,Girl
Armiay,Wisdom,Boy
Laniav,Wisdom,Girl
Dimaita,Energy,Girl
Sunians,Wisdom,Girl
Dimaav,Faith,Boy
Saniansh,Joy,Boy
Adiniya,Light,Boy
Sudiansh,Faith,Boy
Chavaa,Victory,Boy
Aarloans,Love,Girl
Avruveer,Faith,Girl
Jadiveer,Peace,Girl
Kisaan,Divine,Boy
Zamaita,Divine,Girl
Kimia,Faith,Boy
Zalaan,Faith,Boy
Aymiansh,Faith,Boy
Ishraa,Kindness,Girl
Jalan,Brilliance,Girl
Taraan,Divine,Boy
Aryan,Love,Girl
Jalaesh,Wisdom,Girl
Ishvijit,Wisdom,Girl
Avloit,Victory,Boy
Panian,Hope,Girl
Sulaika,Faith,Boy
Ashsait,Brilliance,Boy
Baniali,Wisdom,Girl
Avkajit,Blessing,Girl
Aylon,Love,Boy
Shishians,Prosperity,Girl
Vanaraj,Strength,Girl
Yamapreet,Peace,Boy
Gapadeep,Brilliance,Boy
Kavait,Light,Girl
Riyaav,Divine,Girl
Aarlaav,Victory,Boy
Yaruraj,Victory,Boy
Pravaika,Faith,Girl
Charajit,Hope,Boy
Chaniay,Light,Girl
Ishmaansh,Love,Girl
Ayriita,Divine,Boy
Mavaay,Grace,Girl
Valoveer,Prosperity,Girl
Triyaika,Wisdom,Boy
Rivipreet,Strength,Boy
Aarneveer,Energy,Boy
Bhruans,Strength,Boy
Halaansh,Peace,Girl
Damaesh,Blessing,Girl
Kinajit,Harmony,Girl
Sumian,Kindness,Girl
Arsait,Strength,Boy
Riniansh,Brilliance,Boy
Banaan,Faith,Girl
Omnait,Kindness,Boy
Ishshidev,Brilliance,Girl
Ashnaa,Joy,Girl
Omloika,Strength,Girl
Arrudev,Wisdom,Girl
Omnidev,Prosperity,Boy
Hanaa,Hope,Boy
Viyaali,Grace,Girl
Bhyaan,Peace,Girl
Sunipreet,Divine,Girl
Adimaans,Courage,Girl
Disaika,Courage,Boy
Tapaali,Courage,Girl
Davait,Faith,Girl
Riman,Faith,Boy
Kinaa,Love,Boy
Ditaay,Light,Girl
Pradidev,Love,Girl
Arrudeep,Courage,Girl
Aasaav,Divine,Girl
Mataan,Faith,Boy
Maviya,Kindness,Boy
Jaloika,Strength,Boy
Namiit,Courage,Girl
Jariesh,Courage,Boy
Chasait,Kindness,Boy
Arriav,Brilliance,Boy
Shinaansh,Love,Boy
Gashidev,Energy,Boy
Raloav,Harmony,Girl
Aynedev,Love,Girl
Bhloav,Courage,Boy
Lavajit,Strength,Girl
Nanideep,Peace,Girl
Yapaya,Faith,Girl
Kalaesh,Faith,Boy
Shimidev,Brilliance,Girl
Raviay,Strength,Girl
Vakaa,Divine,Girl
Papaav,Hope,Girl
Demiya,Divine,Girl
Yashideep,Light,Boy
Ishlopreet,Blessing,Boy
Yaridev,Strength,Boy
Ashvideep,Brilliance,Girl
Adipaay,Blessing,Boy
Adiniya,Wisdom,Girl
Omria,Faith,Girl
Kayan,Peace,Boy
Dinaveer,Brilliance,Boy
Aartadev,Faith,Boy
Tavians,Courage,Boy
Bhlopreet,Joy,Girl
Vanaraj,Energy,Girl
Ashshiansh,Hope,Girl
Bhmaraj,Light,Girl
Saneali,Wisdom,Boy
Zayaansh,Divine,Girl
Avrideep,Blessing,Boy
Gavidev,Faith,Boy
Saneesh,Harmony,Girl
Haloesh,Energy,Girl
Jataay,Love,Girl
Dadiesh,Faith,Boy
Anpaika,Victory,Girl
Shashiansh,Grace,Girl
Aynedev,Victory,Girl
Ashtadeep,Light,Boy
Aarkadeep,Victory,Girl
Kivian,Hope,Boy
Rariveer,Kindness,Girl
Maruav,Blessing,Boy
Jaruay,Kindness,Boy
Vasaika,Brilliance,Boy
Ritaya,Strength,Girl
Hatait,Grace,Girl
Bhneraj,Courage,Boy
Kilaay,Faith,Girl
Yamian,Divine,Girl
Jadiya,Peace,Girl
Vaneans,Energy,Boy
Dilaya,Peace,Girl
Chanadeep,Strength,Girl
Jaloit,Victory,Boy
Jayaesh,Harmony,Boy
Omtan,Energy,Girl
Deshiesh,Courage,Girl
Mapajit,Prosperity,Boy
Zadiit,Courage,Boy
Mapaveer,Victory,Boy
Avpaans,Victory,Boy
Aarvajit,Courage,Girl
Vakadev,Courage,Girl
Lanaita,Energy,Boy
Sudijit,Grace,Boy
Samaan,Divine,Girl
Zarujit,Courage,Boy
Kanaraj,Harmony,Girl
Rinean,Joy,Girl
Disajit,Harmony,Boy
Praloita,Grace,Boy
Pralaveer,Hope,Girl
Ripan,Peace,Girl
Hasaesh,Joy,Boy
Trirujit,Divine,Girl
Ashraika,Divine,Boy
Aarviveer,Wisdom,Boy
Pakait,Wisdom,Girl
Praniya,Divine,Boy
Yamadeep,Love,Girl
Avyaesh,Kindness,Boy
Namijit,Courage,Girl
Aanaay,Prosperity,Girl
Prapaans,Brilliance,Girl
Zarian,Victory,Girl
Praneya,Harmony,Girl
Kinaraj,Harmony,Boy
Zariita,Grace,Boy
Chaneita,Blessing,Girl
Zamaraj,Divine,Girl
Raripreet,Peace,Boy
Ayrua,Prosperity,Boy
Ripaveer,Kindness,Boy
Taloans,Divine,Boy
Sharideep,Strength,Boy
Shaladeep,Hope,Boy
Narian,Faith,Girl
Ommiika,Prosperity,Girl
Haran,Wisdom,Boy
Praniesh,Energy,Boy
Yariit,Love,Girl
Danaita,Grace,Girl
Zalaita,Courage,Boy
Janeveer,Harmony,Girl
Vikan,Hope,Boy
Bhsan,Divine,Girl
Arlajit,Strength,Girl
Triviesh,Brilliance,Girl
Arvaansh,Light,Girl
Antaans,Joy,Boy
Aykaya,Harmony,Girl
Sushijit,Faith,Boy
Pavadeep,Hope,Boy
Ayneav,Love,Boy
Aarmapreet,Wisdom,Boy
Anmiika,Peace,Boy
Trilaika,Divine,Girl
Ripaay,Strength,Girl
Trirujit,Energy,Girl
Baloali,Hope,Girl
Aardians,Brilliance,Boy
Kataav,Grace,Boy
Adidijit,Hope,Girl
Chayapreet,Brilliance,Girl
Chakaesh,Harmony,Girl
Jariraj,Peace,Girl
Anmiika,Love,Boy
Haria,Faith,Boy
Andidev,Victory,Boy
Chatan,Divine,Boy
Kaloya,Peace,Girl
Vayaan,Grace,Boy
Sapapreet,Kindness,Boy
Lavia,Wisdom,Boy
Vashidev,Blessing,Girl
Kitaraj,Harmony,Boy
Trisaveer,Energy,Girl
Vasaya,Courage,Girl
Virudeep,Brilliance,Boy
Shadiay,Grace,Girl
Manaveer,Divine,Boy
Harideep,Light,Boy
Ommiya,Hope,Girl
Taraan,Faith,Boy
Tariali,Peace,Boy
Janen,Divine,Boy
Vasait,Peace,Boy
Aaman,Blessing,Boy
Rayajit,Strength,Girl
Aadiali,Faith,Boy
Adiyaveer,Faith,Boy
Davadeep,Peace,Girl
Bhviika,Peace,Girl
Ayloveer,Faith,Boy
Tamiav,Divine,Girl
Rashin,Prosperity,Girl
Chasaveer,Victory,Girl
Dishiya,Grace,Boy
Javiika,Light,Boy
Arviya,Energy,Girl
Rilan,Harmony,Boy
Ompaan,Joy,Boy
Taneraj,Peace,Boy
Nanaika,Peace,Girl
Suriali,Love,Boy
Aamait,Harmony,Boy
Ishvait,Victory,Girl
Sarians,Hope,Girl
Bhshiesh,Peace,Boy
Aaryait,Prosperity,Girl
Paruesh,Strength,Girl
Salaita,Brilliance,Boy
Kiloya,Light,Boy
Avvajit,Love,Girl
Bhloita,Victory,Boy
Damideep,Grace,Boy
Aynean,Harmony,Girl
Trivaa,Faith,Girl
Galaika,Hope,Girl
Taloya,Grace,Girl
Paruveer,Love,Girl
Rapadeep,Brilliance,Boy
Denaav,Blessing,Girl
Aarmiesh,Hope,Boy
Aarvin,Peace,Girl
Rimaa,Blessing,Boy
Hasadev,Faith,Boy
Anmapreet,Harmony,Girl
Adiparaj,Grace,Girl
Ayvaraj,Harmony,Girl
Dataika,Peace,Boy
Aardin,Blessing,Girl
Zaman,Victory,Girl
Prayaav,Hope,Boy
Tavaans,Brilliance,Girl
Ganiali,Brilliance,Boy
Yashiya,Divine,Girl
Maraveer,Energy,Boy
Triyaans,Prosperity,Girl
Bakaya,Faith,Boy
Bhnan,Wisdom,Girl
Tarapreet,Divine,Girl
Tayadev,Courage,Girl
Zadiraj,Grace,Boy
Dimiit,Divine,Girl
Tadiraj,Harmony,Boy
Triloveer,Wisdom,Girl
Aakaansh,Divine,Girl
Anloveer,Wisdom,Boy
Bavaika,Blessing,Boy
Dekaans,Faith,Girl
Aadiraj,Grace,Boy
Bamijit,Grace,Boy
Tritaali,Light,Boy
Adikaesh,Victory,Girl
Kishijit,Blessing,Girl
Praniika,Blessing,Boy
Maraika,Faith,Girl
Lakaan,Light,Girl
Zadiita,Brilliance,Boy
Manadev,Divine,Girl
Damian,Strength,Boy
Kiyaans,Harmony,Boy
Yaniali,Joy,Girl
Kishiali,Hope,Boy
Prapapreet,Light,Girl
Trishiveer,Victory,Girl
Shashiansh,Grace,Girl
Rinean,Grace,Girl
Hapaita,Wisdom,Girl
Ashriraj,Strength,Girl
Vishians,Love,Boy
Shaneraj,Light,Boy
Pasaraj,Faith,Boy
Riyadev,Hope,Girl
Anlaans,Peace,Boy
Adiviika,Wisdom,Boy
Zaladev,Prosperity,Girl
Chaman,Victory,Girl
Dinian,Brilliance,Boy
Pamaraj,Peace,Boy
Chanapreet,Strength,Girl
Anmiali,Hope,Boy
Ishnian,Divine,Boy
Omvaali,Peace,Girl
Omnaveer,Kindness,Girl
Dipaa,Victory,Boy
Pamaay,Love,Girl
Rasadev,Victory,Girl
Aarvia,Wisdom,Girl
Bhkaali,Joy,Girl
Arriya,Faith,Girl
Adipait,Love,Girl
Disaa,Brilliance,Girl
Zarudeep,Love,Girl
Aayaa,Love,Girl
Janeraj,Victory,Girl
Gataika,Grace,Girl
Paraav,Light,Boy
Bhdiya,Love,Boy
Ayruika,Divine,Girl
Kiloit,Harmony,Boy
Vasaansh,Strength,Girl
Avshiya,Blessing,Boy
Haviraj,Divine,Girl
Dadiita,Courage,Girl
Mavan,Kindness,Boy
Tavaveer,Wisdom,Girl
Ishloali,Wisdom,Girl
Shararaj,Hope,Girl
Sharadeep,Faith,Boy
Dapaita,Courage,Boy
Kivaita,Blessing,Boy
Kimadev,Harmony,Boy
Aartadeep,Blessing,Girl
Charadev,Energy,Girl
Shilaans,Light,Girl
Shikaan,Faith,Girl
Hataita,Strength,Girl
Shinea,Faith,Girl
Riloita,Energy,Girl
Panaita,Brilliance,Girl
Deneav,Strength,Boy
Tridia,Prosperity,Boy
Payaita,Hope,Boy
Suneansh,Strength,Boy
Pamiraj,Peace,Girl
Javiraj,Victory,Boy
Taniit,Wisdom,Girl
Anriav,Divine,Boy
Riyaan,Light,Girl
Praruraj,Hope,Boy
Omyaa,Wisdom,Boy
Trirua,Love,Boy
Rivait,Grace,Boy
Detaita,Prosperity,Boy
Suviraj,Divine,Boy
Rimaita,Peace,Girl
Jataika,Blessing,Girl
Shamaan,Harmony,Girl
Zavians,Light,Girl
Haneita,Peace,Girl
Aarpaveer,Energy,Boy
Arshiay,Blessing,Boy
Kavadeep,Faith,Boy
Aaruav,Victory,Boy
Prakaav,Harmony,Boy
Zamait,Courage,Girl
Zavadeep,Hope,Girl
Shavaika,Divine,Boy
Sudin,Brilliance,Girl
