Name,Gender,Meaning
Teair,Female,(Latin) forms of Tiara.
Teaira,Female,(Latin) forms of Tiara.
Teairra,Female,(Latin) forms of Tiara.
Teairre,Female,(Latin) forms of Tiara.
Teairria,Female,(Latin) forms of Tiara.
Teak,Male,"(Irish) bard, poet."
Teal,Female,(English) river duck; blue green.
Teala,Female,(English) a form of Teal.
Tealah,Female,(English) a form of Teal.
Teale,Male,(English) small freshwater duck.
Tealia,Female,(English) a form of Teal.
Tealisha,Female,(English) a form of Teal.
Tean,Female,(American) combinations of the prefix Te + Anna.
Teana,Female,(American) combinations of the prefix Te + Anna.
Teanah,Female,(American) combinations of the prefix Te + Anna.
Teane,Female,(American) combinations of the prefix Te + Anna.
Teann,Female,(American) combinations of the prefix Te + Anna.
Teanna,Female,(American) combinations of the prefix Te + Anna.
Teannah,Female,(American) combinations of the prefix Te + Anna.
Teanne,Female,(American) combinations of the prefix Te + Anna.
Teara,Female,(Latin) forms of Tiara.
Tearah,,
Tearance,Male,(Latin) a form of Terrence.
Tearence,Male,(Latin) a form of Terrence.
Teareya,,
Teari,,
Tearia,,
Teariea,,
Tearlach,Male,(Scottish) a form of Charles.
Tearlache,Male,(Scottish) a form of Charles.
Tearle,Male,"(English) stern, severe."
Tearloc,Male,(Scottish) a form of Charles.
Tearloch,Male,(Scottish) a form of Charles.
Tearloche,Male,(Scottish) a form of Charles.
Tearlock,Male,(Scottish) a form of Charles.
Tearlok,Male,(Scottish) a form of Charles.
Tearnce,Male,(Latin) a form of Terrence.
Tearra,Female,(Latin) forms of Tiara.
Tearrance,Male,(Latin) a form of Terrence.
Tearria,,
Teasdale,Male,(English) river dweller.
Teasha,Female,"(Latin, American) a form of Taesha."
Teashia,Female,"(Latin, American) a form of Taesha."
Teashiah,Female,"(Latin, American) a form of Taesha."
Teashya,Female,"(Latin, American) a form of Taesha."
Teashyah,Female,"(Latin, American) a form of Taesha."
Teata,Female,(Greek) giant.
Teaunna,Female,(American) combinations of the prefix Te + Anna.
Teavin,Male,(American) a combination of the prefix Te + Kevin.
Teb,Male,(Spanish) a short form of Stephen.
Tebaldo,Male,(German) people’s prince.
Tebes,,
Teca,Female,(Hungarian) a form of Theresa.
Tecah,Female,(Hungarian) a form of Theresa.
Techa,Female,(Hungarian) a form of Theresa.
Techell,Female,(American) a combination of the prefix Ta + Shelley.
Techelle,Female,(American) a combination of the prefix Ta + Shelley.
Tecka,Female,(Hungarian) a form of Theresa.
Teckah,Female,(Hungarian) a form of Theresa.
Tecla,Female,(Greek) God’s fame.
Tecusa,Female,"(Latin) covered, hidden."
Teda,Female,(Greek) a form of Teodora.
Tedd,Male,(Spanish) a short form of Stephen.
Tedde,Female,(Greek) familiar forms of Theodora.
Teddea,Female,(Greek) familiar forms of Theodora.
Teddee,Both,(Greek) familiar forms of Theodora.
Teddey,Both,(Greek) familiar forms of Theodora.
Teddi,Female,(Greek) familiar forms of Theodora.
Teddia,Female,(Greek) familiar forms of Theodora.
Teddiah,Female,(Greek) familiar forms of Theodora.
Teddie,Both,(Greek) familiar forms of Theodora.
Teddra,Female,(Greek) a short form of Theodora.
Teddrah,Female,(Greek) a short form of Theodora.
Teddreya,Female,(Greek) a short form of Theodora.
Teddrick,Male,(American) a combination of Ted + Rick.
Teddy,Male,"(English) a familiar form of Edward, Theodore."
Tedee,Male,"(English) a familiar form of Edward, Theodore."
Tedek,Male,(Spanish) a short form of Stephen.
Tedera,Female,(Greek) a short form of Theodora.
Tederick,Male,(American) a combination of Ted + Rick.
Tedey,Male,"(English) a familiar form of Edward, Theodore."
Tedi,Female,(Greek) familiar forms of Theodora.
Tediah,Female,(Greek) familiar forms of Theodora.
Tedie,Both,(Greek) familiar forms of Theodora.
Tedik,Male,(Spanish) a short form of Stephen.
Tedman,Male,(English) protector of the land.
Tedmand,Male,(English) protector of the land.
Tedmon,Male,(English) protector of the land.
Tedmond,Male,(English) protector of the land.
Tedmondo,Male,(English) protector of the land.
Tedmun,Male,(English) protector of the land.
Tedmund,Male,(English) protector of the land.
Tedor,Male,"(Basque, Russian) a form of Theodore."
Tedorek,Male,(Polish) a form of Theodore.
Tedoric,Male,(Polish) a form of Theodore.
Tedorick,Male,(Polish) a form of Theodore.
Tedorik,Male,(Polish) a form of Theodore.
Tedoryc,Male,(Polish) a form of Theodore.
Tedoryck,Male,(Polish) a form of Theodore.
Tedoryk,Male,(Polish) a form of Theodore.
Tedra,Female,(Greek) a short form of Theodora.
Tedrah,Female,(Greek) a short form of Theodora.
Tedric,Male,(American) a combination of Ted + Rick.
Tedrick,Male,(American) a combination of Ted + Rick.
Tedrik,Male,(American) a combination of Ted + Rick.
Tedryc,Male,(American) a combination of Ted + Rick.
Tedryck,Male,(American) a combination of Ted + Rick.
Tedryk,Male,(American) a combination of Ted + Rick.
Tedson,Male,(Spanish) a short form of Stephen.
Tedy,Both,(Greek) familiar forms of Theodora.
Tedya,Female,(Russian) a form of Teodora.
Teea,Female,(Greek) princess.
Teeah,Female,(Greek) princess.
Teearia,Female,(Latin) crowned.
Teedra,Female,(Greek) a short form of Theodora.
Teeg,Male,"(Irish) bard, poet."
Teegan,Both,"(Welsh) beautiful, attractive."
Teegen,Both,"(Welsh) beautiful, attractive."
Teeghan,Both,"(Welsh) beautiful, attractive."
Teegin,Both,"(Welsh) beautiful, attractive."
Teegon,Both,"(Welsh) beautiful, attractive."
Teegue,Male,"(Irish) bard, poet."
Teegun,Both,"(Welsh) beautiful, attractive."
Teegyn,Both,"(Welsh) beautiful, attractive."
Teel,Both,(English) river duck; blue green.
Teela,Female,(English) a form of Teala.
Teele,Both,(English) river duck; blue green.
Teena,Female,"(Spanish, American) a form of Tina."
Teenah,Female,"(Spanish, American) a form of Tina."
Teenia,Female,"(Spanish, American) a form of Tina."
Teeniah,Female,"(Spanish, American) a form of Tina."
Teenya,Female,"(Spanish, American) a form of Tina."
Teenyah,Female,"(Spanish, American) a form of Tina."
Teerthankar,Male,"(Indian) another form of Tirthankar, a type of Jain god."
Teesha,Female,(Latin) a form of Tisha.
Teeshia,Female,(Latin) a form of Tisha.
Teeshiah,Female,(Latin) a form of Tisha.
Teetonka,Male,(Lakota) big lodge.
Teeya,Female,(Greek) princess.
Tefere,Male,(Ethiopian) seed.
Teffani,Female,(Latin) trinity.
Tega,Both,(Welsh) a form of Teagan.
Tegana,Both,(Welsh) a form of Teagan.
Tegane,Both,(Welsh) a form of Teagan.
Tegen,Both,(Welsh) a form of Teagan.
Teggan,Both,(Welsh) a form of Teagan.
Teghan,Both,(Welsh) a form of Teagan.
Tegin,Both,(Welsh) a form of Teagan.
Tegyn,Both,(Welsh) a form of Teagan.
Tehilla,Female,(American) a form of Tequila.
Tehra,,
Tehuti,Male,"(Egyptian) god of earth, air, and sea."
Tehya,Female,(Hindi) a form of Taja.
Teia,Female,"(Greek, Spanish) a form of Tia."
Teiana,Female,(American) combinations of the prefix Te + Anna.
Teianah,Female,(American) combinations of the prefix Te + Anna.
Teiane,Female,(American) combinations of the prefix Te + Anna.
Teiann,Female,(American) combinations of the prefix Te + Anna.
Teianna,Female,(American) combinations of the prefix Te + Anna.
Teiannah,Female,(American) combinations of the prefix Te + Anna.
Teianne,Female,(American) combinations of the prefix Te + Anna.
Teicuih,Female,(Nahuatl) younger sister.
Teidra,Female,(Greek) a short form of Theodora.
Teig,Male,"(Irish) bard, poet."
Teigan,Both,"(Welsh) beautiful, attractive."
Teige,Male,"(Irish) bard, poet."
Teigen,Both,"(Welsh) beautiful, attractive."
Teighlor,Female,(English) a form of Taylor.
Teigin,Both,"(Welsh) beautiful, attractive."
Teigon,Both,"(Welsh) beautiful, attractive."
Teigue,Male,"(Irish) bard, poet."
Teigun,Both,"(Welsh) beautiful, attractive."
Teigyn,Both,"(Welsh) beautiful, attractive."
Teil,Both,(English) river duck; blue green.
Teila,Female,(English) a form of Teala.
Teile,Male,(English) small freshwater duck.
Teina,Female,"(Spanish, American) a short form of Augustine, Martina, Christina, Valentina."
Teira,Female,(Latin) forms of Tiara.
Teiron,Male,(American) forms of Tyrone.
Teirone,Male,(Greek) sovereign.
Teirra,Female,(Latin) forms of Tiara.
Teisha,Female,"(Latin, American) a form of Taesha."
Teivon,Male,(American) a combination of the prefix Te + Kevin.
Tej,Male,(Sanskrit) light; lustrous.
Teja,Female,(Hindi) crown.
Tejah,Female,(Hindi) crown.
Tejal,Female,(Hindi) crown.
Tejan,Both,"(Welsh) beautiful, attractive."
Tejana,Female,(Spanish) Texan.
Tejano,Male,(Spanish) Texan man.
Tejas,Male,(Sanskrit) sharp.
Teka,Female,(Hungarian) a form of Theresa.
Tekah,Female,(Hungarian) a form of Theresa.
Tekeesha,Female,(American) a combination of the prefix Ta + Keisha.
Tekeila,Female,(American) a form of Tequila.
Tekeisha,Female,(American) a combination of the prefix Ta + Keisha.
Tekeiya,Female,(Spanish) Texan.
Tekeiyah,Female,(Spanish) Texan.
Tekela,Female,(American) a form of Tequila.
Tekelia,Female,(American) a form of Tequila.
Tekeria,Female,(American) a form of Takira.
Tekeriah,Female,(American) a form of Takira.
Tekeshi,Female,(American) a combination of the prefix Ta + Keisha.
Tekeyia,Female,(Spanish) Texan.
Tekeysia,Female,(American) a combination of the prefix Ta + Keisha.
Tekiah,Female,(Spanish) Texan.
Tekilaa,Female,(American) a form of Tequila.
Tekilia,Female,(American) a form of Tequila.
Tekilla,Female,(American) a form of Tequila.
Tekilyah,Female,(American) a form of Tequila.
Tekisha,Female,(American) a combination of the prefix Ta + Keisha.
Tekiya,Female,(Spanish) Texan.
Tekiyah,Female,(Spanish) Texan.
Tekla,Female,(American) a form of Tequila.
Tekle,Male,(Ethiopian) plant.
Tekyra,Female,(American) a combination of the prefix Ta + Kira.
Tekyria,Female,(American) a combination of the prefix Ta + Kira.
Tekyriah,Female,(American) a combination of the prefix Ta + Kira.
Tekyrya,Female,(American) a combination of the prefix Ta + Kira.
Tel,Male,(Hebrew) mound; furrow.
Teleesha,Female,(American) a form of Taleisha.
Teleisia,Female,(American) a form of Taleisha.
Telek,Male,(Polish) a form of Telford.
Telem,Male,(Hebrew) mound; furrow.
Teleri,Female,(Welsh) child of Paul.
Telesa,Female,(American) a form of Taleisha.
Telesforo,Male,(Greek) man from the countryside.
Telesha,Female,(American) a form of Taleisha.
Teleshia,Female,(American) a form of Taleisha.
Telesia,Female,(American) a form of Taleisha.
Telfer,Male,(Greek) man from the countryside.
Telfor,Male,(Greek) man from the countryside.
Telforde,Male,(Greek) man from the countryside.
Telfour,Male,(Greek) man from the countryside.
Telicia,Female,(American) a form of Taleisha.
Telisa,Female,(American) a form of Taleisha.
Telisha,Female,(American) a form of Taleisha.
Telishia,Female,(American) a form of Taleisha.
Telisia,Female,(American) a form of Taleisha.
Telissa,Female,(American) a form of Taleisha.
Telisse,Female,(American) a form of Taleisha.
Telita,Female,(Arabic) young girl.
Tellem,Male,(Hebrew) mound; furrow.
Teller,Male,(English) storyteller.
Tellford,Male,(Greek) man from the countryside.
Tellforde,Male,(Greek) man from the countryside.
Telli,Male,"(Greek) a familiar form of Teller, Theodore."
Tellie,Male,"(Greek) a familiar form of Teller, Theodore."
Tellisa,Female,(American) a form of Taleisha.
Tellisha,Female,(American) a form of Taleisha.
Tellvin,Male,(American) a combination of the prefix Te + Melvin.
Telly,Male,"(Greek) a familiar form of Teller, Theodore."
Telma,Female,(Greek) willful.
Telmah,Female,(Greek) willful.
Telmao,Female,(Greek) loving with her fellow people.
Telmo,Male,"(English) tiller, cultivator."
Telsa,Female,(American) a form of Taleisha.
Telutci,Male,(Moquelumnan) bear making dust as it runs.
Telvan,Male,(American) a combination of the prefix Te + Melvin.
Telvin,Male,(American) a combination of the prefix Te + Melvin.
Tely,Male,"(Greek) a familiar form of Teller, Theodore."
Telysa,Female,(American) a form of Taleisha.
Tem,Male,(Gypsy) country.
Tema,Female,(Japanese) jewel.
Teman,Male,(Hebrew) on the right side; southward.
Temani,Male,(Hebrew) on the right side; southward.
Temanie,Male,(Hebrew) on the right side; southward.
Temany,Male,(Hebrew) on the right side; southward.
Temara,Female,(Hebrew) palm tree.
Temarian,Female,(Hebrew) palm tree.
Tembo,Male,(Swahili) elephant.
Temeka,Female,(Aramaic) twin.
Temen,Male,(Hebrew) on the right side; southward.
Temin,Male,(Hebrew) on the right side; southward.
Temira,Female,(Hebrew) tall.
Temis,Female,(Greek) she who establishes order and justice.
Temisha,Female,(American) a combination of the prefix Ta + Mesha.
Temon,Male,(Hebrew) on the right side; southward.
Temora,Female,(Hebrew) tall.
Temotzin,Male,(Nahuatl) one who descends.
Temp,Male,(English) town near the temple.
Tempanee,Female,(Australian) a form of Tempest.
Tempaney,Female,(Australian) a form of Tempest.
Tempani,Female,(Australian) a form of Tempest.
Tempania,Female,(Australian) a form of Tempest.
Tempaniah,Female,(Australian) a form of Tempest.
Tempanie,Female,(Australian) a form of Tempest.
Tempany,Female,(Australian) a form of Tempest.
Tempanya,Female,(Australian) a form of Tempest.
Tempanyah,Female,(Australian) a form of Tempest.
Temperance,Female,(French) moderation or restraint.
Tempes,Both,(French) storm.
Tempess,Both,(French) storm.
Tempesta,Both,(French) stormy.
Tempestah,Both,(French) stormy.
Tempeste,Both,(French) stormy.
Tempestt,Female,(French) a form of Tempest.
Tempestta,Female,(French) a form of Tempest.
Tempestte,Female,(French) a form of Tempest.
Tempist,Both,(French) stormy.
Tempistt,Both,(French) stormy.
Temple,Male,(Latin) sanctuary.
Templeten,Male,(English) town near the temple.
Templeton,Male,(English) town near the temple.
Templetown,Male,(English) town near the temple.
Tempress,Both,(French) stormy.
Tempteste,Both,(French) stormy.
Temyn,Male,(Hebrew) on the right side; southward.
Tena,Female,"(Spanish, American) a short form of Augustine, Martina, Christina, Valentina."
Tenae,Female,"(Spanish, American) a short form of Augustine, Martina, Christina, Valentina."
Tenah,Female,"(Spanish, American) a short form of Augustine, Martina, Christina, Valentina."
Tenant,Male,"(English) tenant, renter."
Teneal,Female,(American) combinations of the prefix Te + Nellie.
Teneall,Female,(American) combinations of the prefix Te + Nellie.
Tenealla,Female,(American) combinations of the prefix Te + Nellie.
Tenealle,Female,(American) combinations of the prefix Te + Nellie.
Tenecia,Female,(American) a form of Tenisha.
Teneesha,Female,(American) a form of Tenisha.
Teneil,Female,(American) combinations of the prefix Te + Nellie.
Teneille,Female,(American) combinations of the prefix Te + Nellie.
Teneisha,Female,(American) a form of Tenisha.
Tenesha,Female,(American) a form of Tenisha.
Teneshia,Female,(American) a form of Tenisha.
Tenesia,Female,(American) a form of Tenisha.
Tenessa,Female,(American) a form of Tenisha.
Tenestina,Female,(Greek) bandage.
Teneta,Female,(American) a combination of the prefix Ta + Nita.
Tenetta,Female,(American) a combination of the prefix Ta + Nita.
Teneusa,Female,(American) a form of Tenisha.
Tenice,Female,(Slavic) a form of Tanis.
Teniel,Female,(American) combinations of the prefix Te + Nellie.
Teniele,Female,(American) combinations of the prefix Te + Nellie.
Tenielle,Female,(American) combinations of the prefix Te + Nellie.
Teniesha,Female,(American) a combination of the prefix Te + Nisha.
Tenil,Female,(American) combinations of the prefix Te + Nellie.
Tenila,Female,(American) combinations of the prefix Te + Nellie.
Tenilah,Female,(American) combinations of the prefix Te + Nellie.
Tenile,Female,(American) combinations of the prefix Te + Nellie.
Tenill,Female,(American) combinations of the prefix Te + Nellie.
Tenilla,Female,(American) combinations of the prefix Te + Nellie.
Tenillah,Female,(American) combinations of the prefix Te + Nellie.
Tenille,Female,(American) combinations of the prefix Te + Nellie.
Tenise,Female,(Slavic) a form of Tanis.
Tenisha,Female,(American) a combination of the prefix Te + Nisha.
Tenishia,Female,(American) a combination of the prefix Te + Nisha.
Tenishka,Female,(American) a combination of the prefix Te + Nisha.
Tenita,Female,(American) a combination of the prefix Ta + Nita.
Tenitta,Female,(American) a combination of the prefix Ta + Nita.
Tennant,Male,"(English) tenant, renter."
Tenneal,Female,(American) combinations of the prefix Te + Nellie.
Tenneill,Female,(American) combinations of the prefix Te + Nellie.
Tenneille,Female,(American) combinations of the prefix Te + Nellie.
Tennent,Male,"(English) tenant, renter."
Tenner,Male,(Irish) Religion: a small form of a rosary.
Tennessa,Female,(American) a combination of the prefix Tania + Nissa.
Tennessee,Male,(Cherokee) mighty warrior.
Tennesy,Male,(Cherokee) mighty warrior.
Tenney,Male,(Cherokee) mighty warrior.
Tenneyson,Male,(Cherokee) mighty warrior.
Tennia,Female,(American) combinations of the prefix Te + Nellie.
Tennie,Both,(American) combinations of the prefix Te + Nellie.
Tennielle,Female,(American) combinations of the prefix Te + Nellie.
Tennil,Female,(American) combinations of the prefix Te + Nellie.
Tennila,Female,(American) combinations of the prefix Te + Nellie.
Tennilah,Female,(American) combinations of the prefix Te + Nellie.
Tennile,Female,(American) combinations of the prefix Te + Nellie.
Tennill,Female,(American) combinations of the prefix Te + Nellie.
Tennilla,Female,(American) combinations of the prefix Te + Nellie.
Tennillah,Female,(American) combinations of the prefix Te + Nellie.
Tennille,Female,(American) combinations of the prefix Te + Nellie.
Tennis,Male,(Cherokee) mighty warrior.
Tennison,Male,(Cherokee) mighty warrior.
Tenny,Male,(Cherokee) mighty warrior.
Tennyl,Female,(American) combinations of the prefix Te + Nellie.
Tennyla,Female,(American) combinations of the prefix Te + Nellie.
Tennylah,Female,(American) combinations of the prefix Te + Nellie.
Tennyle,Female,(American) combinations of the prefix Te + Nellie.
Tennyll,Female,(American) combinations of the prefix Te + Nellie.
Tennylla,Female,(American) combinations of the prefix Te + Nellie.
Tennyllah,Female,(American) combinations of the prefix Te + Nellie.
Tennylle,Female,(American) combinations of the prefix Te + Nellie.
Tennysee,Male,(Cherokee) mighty warrior.
Tenson,Male,(Cherokee) mighty warrior.
Tenyl,Female,(American) combinations of the prefix Te + Nellie.
Tenyla,Female,(American) combinations of the prefix Te + Nellie.
Tenylah,Female,(American) combinations of the prefix Te + Nellie.
Tenyle,Female,(American) combinations of the prefix Te + Nellie.
Tenyll,Female,(American) combinations of the prefix Te + Nellie.
Tenylla,Female,(American) combinations of the prefix Te + Nellie.
Tenyllah,Female,(American) combinations of the prefix Te + Nellie.
Tenylle,Female,(American) combinations of the prefix Te + Nellie.
Tenyoa,Male,(Nahuatl) of a good family name.
Tenyse,Female,(Slavic) a form of Tanis.
Tenyson,Male,(Cherokee) mighty warrior.
Teo,Both,(Greek) a short form of Teodora.
Teobald,Male,(German) people’s prince.
Teobaldo,Male,"(Italian, Spanish) a form of Theobald."
Teobalt,Male,(German) people’s prince.
Teobaud,,
Teoctistes,Female,(Greek) created by God.
Teodelina,Female,(German) she who loves her village.
Teodequilda,Female,(German) warrior of her village.
Teodolinda,Female,(German) she who loves her village.
Teodomira,Female,(Spanish) important woman in the village.
Teodomiro,,
Teodoor,Male,(Polish) a form of Theodore.
Teodor,Male,(Polish) a form of Theodore.
Teodora,Female,(Czech) a form of Theodora.
Teodore,Male,"(Italian, Spanish) a form of Theodore."
Teodorek,Male,(Polish) a form of Theodore.
Teodorico,Male,"(Italian, Spanish) a form of Theodore."
Teodoro,Male,"(Italian, Spanish) a form of Theodore."
Teodory,Female,(Czech) a form of Theodora.
Teodosia,Female,(Greek) a form of Theodora.
Teodosiah,Female,(Greek) a form of Theodora.
Teodosio,Male,(Greek) a form of Theodore.
Teodosya,Female,(Greek) a form of Theodora.
Teodosyah,Female,(Greek) a form of Theodora.
Teodota,Female,(Greek) a form of Teodora.
Teodus,,
Teofania,,
Teofil,,
Teofila,Female,(Greek) loved by God.
Teolinda,Female,(German) a short form of Teodelinda.
Teom,Male,"(English) a short form of Thomas, Tomas."
Teon,Male,(Greek) a form of Teona (see Girls’ Names).
Teona,Female,(Greek) forms of Tiana.
Teoni,Female,(Greek) forms of Tiana.
Teonia,Female,(Greek) forms of Tiana.
Teonie,Female,(Greek) forms of Tiana.
Teonna,Female,(Greek) forms of Tiana.
Teonney,Female,(Greek) forms of Tiana.
Teonnia,Female,(Greek) forms of Tiana.
Teonnie,Female,(Greek) forms of Tiana.
Teopista,Female,(Greek) dignity of God.
Teopistes,Female,(Greek) dignity of God.
Teos,,
Teotetl,Male,(Nahuatl) divine stone.
Teotista,Female,(Greek) drunk with the love of God.
Teoxihuitl,Both,(Nahuatl) turquoise; precious and divine.
Tephanie,Female,(Latin) trinity.
Tepiltzin,Male,(Nahuatl) privileged son.
Tepin,Female,(Nahuatl) little one.
Teppo,Male,(French) a familiar form of Stephen.
Tequan,Male,(American) a combination of the prefix Te + Quan.
Tequana,Female,(American) combinations of the prefix Ta + Wanda.
Tequanna,Female,(American) combinations of the prefix Ta + Wanda.
Tequawna,Female,(American) combinations of the prefix Ta + Wanda.
Tequila,Female,(Spanish) a kind of liquor.
Tequilia,Female,(Spanish) a kind of liquor.
Tequilla,Female,(Spanish) a form of Tequila.
Tequinn,Male,(American) a combination of the prefix Te + Quan.
Tequon,Male,(American) a combination of the prefix Te + Quan.
Tera,Female,(Latin) earth.
Terah,Female,(Latin) earth.
Terai,Female,(Latin) earth.
Teraj,Male,(Hebrew) wild goat.
Teral,Female,(American) forms of Terica.
Teralin,Female,(American) a combination of Teri + Lynn.
Teralina,Female,(American) a combination of Teri + Lynn.
Teralinah,Female,(American) a combination of Teri + Lynn.
Teraline,Female,(American) a combination of Teri + Lynn.
Terall,Female,(American) forms of Terica.
Teralyn,Female,(American) a combination of Teri + Lynn.
Teralyna,Female,(American) a combination of Teri + Lynn.
Teralynah,Female,(American) a combination of Teri + Lynn.
Teralyne,Female,(American) a combination of Teri + Lynn.
Teralynn,Female,(American) a combination of Teri + Lynn.
Teran,Male,(Latin) short forms of Terrence.
Terance,Male,(Latin) forms of Terrence.
Teranee,Female,(Latin) smooth.
Terasa,Female,(Greek) a form of Theresa.
Terceira,Female,(Spanish) born third.
Tercera,Female,(Spanish) born third.
Tercia,Female,(Latin) third.
Terciera,Female,(Spanish) born third.
Terciero,Male,(Spanish) born third.
Tercina,Female,(Latin) third.
Tercine,Female,(Latin) third.
Tercio,Male,(Greek) the third child.
Tercza,Female,(Greek) a form of Theresa.
Tere,Female,(Greek) familiar forms of Theresa.
Terean,Female,(Latin) smooth.
Tereana,Female,(Latin) smooth.
Tereane,Female,(Latin) smooth.
Tereasa,Female,(Greek) a form of Theresa.
Tereasah,Female,(Greek) a form of Theresa.
Terease,Female,(Greek) a form of Teresa.
Tereatha,Female,(Greek) a form of Theresa.
Terecena,Female,(Latin) third.
Teree,Both,(Greek) familiar forms of Theresa.
Tereece,Female,(Greek) a form of Teresa.
Tereen,Female,(Latin) smooth.
Tereena,Female,(Latin) smooth.
Tereene,Female,(Latin) smooth.
Terees,Female,(Greek) a form of Teresa.
Tereesa,Female,(Greek) a form of Theresa.
Tereesah,Female,(Greek) a form of Theresa.
Tereese,Female,(Greek) a form of Teresa.
Tereey,Female,(Greek) familiar forms of Theresa.
Tereik,Male,(Arabic) uncommon.
Tereka,Female,(American) forms of Terica.
Terel,Female,(American) forms of Terica.
Terela,Female,(American) forms of Terica.
Terele,Female,(American) forms of Terica.
Terell,Female,(American) forms of Terica.
Terella,Female,(American) forms of Terica.
Terelyn,Female,(American) a combination of Teri + Lynn.
Terelynn,Female,(American) a combination of Teri + Lynn.
Teremun,Male,(Tiv) father’s acceptance.
Teren,Male,(Latin) short forms of Terrence.
Terena,Female,(Latin) smooth.
Terence,Male,(Latin) forms of Terrence.
Terencia,Female,(Latin) smooth.
Terencio,Male,(Spanish) a form of Terrence.
Terene,Female,(Latin) smooth.
Terenia,Female,(Latin) smooth.
Terentia,Female,(Latin) smooth.
Terentya,Female,(Latin) smooth.
Terentyah,Female,(Latin) smooth.
Tereon,Male,(American) a form of Terron.
Teresa,Female,(Greek) a form of Theresa.
Teresah,Female,(Greek) a form of Theresa.
Terese,Female,(Greek) a form of Teresa.
Teresea,Female,(Greek) a form of Theresa.
Teresha,Female,(Greek) a form of Theresa.
Teresia,Female,(Greek) a form of Theresa.
Teresina,Female,(Italian) a form of Teresa.
Teresinha,Female,(Portuguese) a form of Teresa.
Teresita,Female,(Spanish) a form of Teresa.
Tereson,Female,(Greek) a form of Theresa.
Teress,Female,(Greek) a form of Teresa.
Teressa,Female,(Greek) a form of Teresa.
Teretha,Female,(Greek) a form of Theresa.
Terey,Both,(English) a familiar form of Terrence.
Terez,Male,(Greek) a form of Teresa (see Girls’ Names).
Tereza,Female,(Greek) a form of Theresa.
Terezia,Female,(Greek) a form of Theresa.
Terezie,Female,(Greek) a form of Theresa.
Terezijya,Female,(Greek) a form of Theresa.
Terezinha,Female,(Italian) a form of Teresa.
Terezon,Female,(Greek) a form of Theresa.
Terezsa,Female,(Greek) a form of Theresa.
Teri,Female,(Greek) familiar forms of Theresa.
Teria,Female,(Irish) forms of Tera.
Teriah,Female,(Irish) forms of Tera.
Terian,Female,(American) a combination of Teri + Ann.
Teriana,Female,(American) combinations of Teri + Anna.
Teriann,Female,(American) a combination of Teri + Ann.
Terianna,Female,(American) combinations of Teri + Anna.
Terianne,Female,(American) a combination of Teri + Ann.
Teric,Male,(American) a combination of the prefix Te + Derric.
Terica,Female,(American) combinations of Teri + Erica.
Terick,Male,(American) a combination of the prefix Te + Derric.
Tericka,Female,(American) combinations of Teri + Erica.
Terie,Both,(Greek) familiar forms of Theresa.
Teriel,Both,(American) forms of Terica.
Teriell,Male,(German) a form of Terrell.
Terik,Male,(American) a combination of the prefix Te + Derric.
Terika,Female,(American) forms of Terica.
Terin,Both,(Latin) a form of Terrene.
Terina,Both,(Latin) a form of Terrene.
Terince,Male,(Latin) forms of Terrence.
Terine,Both,(Latin) a form of Terrene.
Terion,Male,(American) a form of Terron.
Terione,Male,(American) a form of Terron.
Teriq,Male,(American) a combination of the prefix Te + Derric.
Teris,Both,(Greek) a form of Teresa.
Terisa,Female,(Greek) a form of Theresa.
Terisah,Female,(Greek) a form of Theresa.
Terise,Female,(Greek) a form of Teresa.
Terisha,Female,(Greek) a form of Theresa.
Teriyan,Female,(American) a combination of Teri + Ann.
Teriza,Female,(Greek) a form of Theresa.
Teron,Male,(Latin) a form of Teran.
Terone,Male,(Latin) short forms of Terrence.
Terra,Female,(Latin) earth.
Terrae,Female,(Latin) earth.
Terrah,Female,(Latin) earth.
Terrail,Male,(German) thunder ruler.
Terral,Both,(American) forms of Terica.
Terrale,Male,(German) thunder ruler.
Terralin,Female,(American) a combination of Teri + Lynn.
Terralina,Female,(American) a combination of Teri + Lynn.
Terralinah,Female,(American) a combination of Teri + Lynn.
Terraline,Female,(American) a combination of Teri + Lynn.
Terrall,Both,(American) forms of Terica.
Terralyn,Female,(American) a combination of Teri + Lynn.
Terralyna,Female,(American) a combination of Teri + Lynn.
Terralynah,Female,(American) a combination of Teri + Lynn.
Terralyne,Female,(American) a combination of Teri + Lynn.
Terran,Male,(Latin) short forms of Terrence.
Terrance,Male,(Latin) forms of Terrence.
Terrant,Male,(Welsh) thunder.
Terrasa,Female,(Greek) a form of Theresa.
Terreal,Male,(German) thunder ruler.
Terrean,Female,(Latin) smooth.
Terreana,Female,(Latin) smooth.
Terreane,Female,(Latin) smooth.
Terreas,Female,(Greek) a form of Teresa.
Terreasa,Female,(Greek) a form of Theresa.
Terreasah,Female,(Greek) a form of Theresa.
Terrease,Female,(Greek) a form of Teresa.
Terree,Both,(Greek) familiar forms of Theresa.
Terreen,Female,(Latin) smooth.
Terreena,Female,(Latin) smooth.
Terreene,Female,(Latin) smooth.
Terreka,Female,(American) forms of Terica.
Terrel,Female,(American) forms of Terica.
Terrell,Male,(German) thunder ruler.
Terrella,Female,(American) forms of Terica.
Terren,Male,(Latin) short forms of Terrence.
Terrena,Female,(Latin) smooth.
Terrence,Male,(Latin) smooth.
Terrene,Female,(Latin) smooth.
Terresa,Female,(Greek) a form of Theresa.
